timestamp,userID,HIT,reason
Fri 2015 Jul 10 14:03:42.452 [http-bio-8080-exec-11457] INFO  - EVENT,1564ia5g-9e0-94,HIT04_7,THE TASK IS TOO LONG
Fri 2015 Jul 10 15:27:12.748 [http-bio-8080-exec-11549] INFO  - EVENT,1623GC7c8c9-37,HIT04_7,OTHER Previously attempted
Fri 2015 Jul 10 15:40:11.237 [http-bio-8080-exec-11571] INFO  - EVENT,1636Ga0a-3e701,HIT03_6,THE TASK IS TOO DIFFICULT
Fri 2015 Jul 10 15:44:55.410 [http-bio-8080-exec-11593] INFO  - EVENT,1629ce-1A-9C-9-4-4,HIT04_7,THE TASK IS TOO LONG
Fri 2015 Jul 10 15:56:48.253 [http-bio-8080-exec-11596] INFO  - EVENT,1651AC0i-8g0-13,HIT04_7,THE TASK IS TOO DIFFICULT
Fri 2015 Jul 10 16:09:58.321 [http-bio-8080-exec-11575] INFO  - EVENT,509ag3C6G-120,HIT04_7,OTHER Something came up that I need to do
Fri 2015 Jul 10 20:57:54.086 [http-bio-8080-exec-11770] INFO  - EVENT,62Gc2E-6G7-37,HIT06_51,THE TASK IS TOO LONG
Fri 2015 Jul 10 21:09:32.609 [http-bio-8080-exec-11778] INFO  - EVENT,69IA-1c9c9-8-6,HIT04_7,THE TASK IS TOO DIFFICULT
Sat 2015 Jul 11 09:13:03.053 [http-bio-8080-exec-11815] INFO  - EVENT,8Cc2I5c-4-7-3,HIT03_6,THE TASK IS TOO DIFFICULT
Sat 2015 Jul 11 11:27:46.594 [http-bio-8080-exec-11867] INFO  - EVENT,74ca-4G-4g05-9,HIT04_7,THE TASK IS TOO LONG
Sat 2015 Jul 11 12:00:37.149 [http-bio-8080-exec-11878] INFO  - EVENT,79Ee8i-7i-5-2-9,HIT04_7,THE TASK IS TOO DIFFICULT
Sat 2015 Jul 11 12:00:38.293 [http-bio-8080-exec-11828] INFO  - EVENT,85gg-9a-3a5-70,HIT03_6,OTHER returning
Sat 2015 Jul 11 16:44:23.540 [http-bio-8080-exec-11889] INFO  - EVENT,119Ai5C-4c88-6,HIT06_51,THE TASK IS TOO DIFFICULT
Sat 2015 Jul 11 19:40:39.572 [http-bio-8080-exec-11939] INFO  - EVENT,9ae-5G-3a9-8-1,HIT04_7,THE TASK IS TOO DIFFICULT
Sat 2015 Jul 11 20:18:40.200 [http-bio-8080-exec-11934] INFO  - EVENT,47ag9I-4I-1-67,HIT04_7,THE TASK IS TOO DIFFICULT
Sat 2015 Jul 11 20:25:35.978 [http-bio-8080-exec-11922] INFO  - EVENT,51ec1a9a-3-64,HIT04_7,OTHER Guess I didn't know as much as I thought I did
Sun 2015 Jul 12 05:16:40.421 [http-bio-8080-exec-11947] INFO  - EVENT,89iI5E-2G392,HIT03_6,THE TASK IS TOO LONG
Sun 2015 Jul 12 12:21:13.758 [http-bio-8080-exec-12017] INFO  - EVENT,32CI-7E5g840,HIT04_7,THE TASK IS TOO BORING
Sun 2015 Jul 12 14:44:14.862 [http-bio-8080-exec-12032] INFO  - EVENT,48cI-6A-3G050,HIT04_7,THE TASK IS TOO DIFFICULT
Mon 2015 Jul 13 01:26:22.291 [http-bio-8080-exec-12055] INFO  - EVENT,0ca-9A1c250,HIT04_7,THE TASK IS TOO DIFFICULT
Mon 2015 Jul 13 12:04:56.488 [http-bio-8080-exec-12067] INFO  - EVENT,2gc-9I3E-29-3,HIT04_7,THE TASK IS TOO DIFFICULT
